,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jamescharles
288,youtube#playlistItem,tjvOKa3VX-aBucy_m5V92hBccaA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLlNkOU1aWmN5emhJ,2019-09-20T19:22:25Z,UCucot-Zp428OwkyRm2I7v2Q,Adopting A Puppy!! 🐶,"HI SISTERS! We've been waiting a very long time for today's new video... but it was time. WE ADOPTED A PUPPY!! We filmed the entire process of visiting shelters, adopting our new Golden Retriever 10 week old puppy, shopping for pet supplies, and training him at home. Enjoy and comment what you think his name should be!!!!  🎥 PREVIOUS VIDEO » https://youtu.be/1BygSG3gQF0 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,287,youtube#video,Sd9MZZcyzhI,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-09-20,11743842
289,youtube#playlistItem,UT5V_OP5xfjNJ-4ps-aqgizYmoU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjFCeWdTRzNnUUYw,2019-09-17T19:00:57Z,UCucot-Zp428OwkyRm2I7v2Q,Harmonizing Challenge ft. Cimorelli,"HI SISTERS! In today's video, the Cimorelli Girls are back and we did the Harmonizing Challenge with a ton of the most popular songs! Old Town Road, Sucker, Never Really Over, Treat You Better, and a ton more!! Enjoy and don't forget to thumbs up and SUBSCRIBE!!  CHECK OUT OUR COVER ON CIMORELLI'S CHANNEL » https://youtu.be/1AFn9EnjEM0 FOLLOW CIMORELLI » http://youtube.com/cimorellitheband  🎥 PREVIOUS VIDEO » https://youtu.be/F4pkZWQ10y4 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,288,youtube#video,1BygSG3gQF0,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-09-17,2496745
290,youtube#playlistItem,gpExwvMO6ingt-8E0Z1LeVZlUQA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkY0cGtaV1ExMHk0,2019-09-01T19:00:04Z,UCucot-Zp428OwkyRm2I7v2Q,Abby Lee Miller Teaches Me How To Dance,"HI SISTERS! In today's video, Abby Lee Miller teaches me how to dance with the help of some of the girls from Dance Moms!! Will I learn the routine? Will we make nationals? Will I fight the moms?? Enjoy!!!  ABBY LEE »  https://www.instagram.com/therealabbylee/ LILY » https://www.instagram.com/lillykofficial/ GIANINA » https://www.instagram.com/gianinasjourney/ PRESSLEY » https://www.instagram.com/pressleyhosbach/  🎥 PREVIOUS VIDEO » https://youtu.be/v3bE-ilqDIA 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,289,youtube#video,F4pkZWQ10y4,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-09-01,12073620
291,youtube#playlistItem,o1YcpYv6LWQoV_s56daSWBn-rMg,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnYzYkUtaWxxRElB,2019-08-23T19:03:02Z,UCucot-Zp428OwkyRm2I7v2Q,Never Before Seen Footage & Special Announcement,"HI SISTERS! Today's video is a compilation of all of the never before seen footage & bloopers from the past several months! Everything that didn't make it because it was too weird, funny, gross, or inappropriate all in one video... get ready. ALSO SISTERS!! I’m so so excited to share that I’ve teamed up with Omaze to give YOU the chance to win the ultimate glam day with me! I’ll fly a winner out to LA, you’ll score $1,000 to shop for all the best beauty essentials and I’ll give you a full makeover. 💞 Support two amazing causes and ENTER: http://bit.ly/You-Me-Glam-Day-LA   🎥 PREVIOUS VIDEO » https://youtu.be/z1jDfxLrVlE 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,290,youtube#video,v3bE-ilqDIA,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-08-23,2963272
292,youtube#playlistItem,zpBbwfGjrCXwQs-ieYja3DtBgeA,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnoxakRmeExyVmxF,2019-08-16T20:00:25Z,UCucot-Zp428OwkyRm2I7v2Q,I Bleached My Hair...,"HI SISTERS! In today's video, I decided it was time for a change... I BLEACHED MY OWN HAIR. 😬 What do you think!?  🎥 PREVIOUS VIDEO » https://youtu.be/OxFaCrFjP0w 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jcharlesbeauty SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,291,youtube#video,z1jDfxLrVlE,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-08-16,13214136
293,youtube#playlistItem,jVIEAwwR-uDxGN12FW018_ts3ZI,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLk94RmFDckZqUDB3,2019-08-09T19:25:55Z,UCucot-Zp428OwkyRm2I7v2Q,Doing My Makeup In An Escape Room,"HI SISTERS! In today's video, I'm combining my two favorite things: Makeup, and ESCAPE ROOMS! I'm a self-proclaimed escape room pro and I wanted to challenge myself and see if I can do my FULL FACE of makeup while solving an ESCAPE ROOM! Enjoy and don't forget to thumbs up and SUBSCRIBE!!  Check out 60Out Escape Rooms! » https://www.60out.com/ Thanks Eldon for helping me escape  » http://instagram.com/itseldon  🎥 PREVIOUS VIDEO » https://youtu.be/KpsNlmH9Wm8 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles Twitch » http://twitch.tv/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,292,youtube#video,OxFaCrFjP0w,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-08-09,4886474
294,youtube#playlistItem,BFehvrXXe7-T6NAKEOd_OPEqX7A,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLktwc05sbUg5V204,2019-08-02T21:09:18Z,UCucot-Zp428OwkyRm2I7v2Q,Anastasia Beverly Hills Foundation... FINALLY a match?!,"HI SISTERS! In today's video, I try out and review the brand new Anastasia Beverly Hills Luminous Foundation! It's a medium coverage dewy finish which could look beautiful... or oily... the range also comes in 50 shades... will I find my perfect one?! Enjoy and let me know what you think!!  🎥 PREVIOUS VIDEO » https://youtu.be/JFcdAfmzM1s 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jcharlesbeauty SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,293,youtube#video,KpsNlmH9Wm8,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-08-02,11918694
295,youtube#playlistItem,zBSg27q_cDSx5bY5CNItc_0tZzo,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLkpGY2RBZm16TTFz,2019-07-26T19:00:06Z,UCucot-Zp428OwkyRm2I7v2Q,DMing Celebrities To Pick My Makeup,"HI SISTERS! In today's video, I decided to DM 100 of my favorite celebrities and ask them to pick products for my makeup routine! Will anyone actually answer? Will the finished look come together? Enjoy as you watch and find out!  🎥 PREVIOUS VIDEO » https://youtu.be/5kI9fsf0S-c 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles TWITCH » http://twitch.tv/jcharlesbeauty SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,294,youtube#video,JFcdAfmzM1s,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-07-26,21837616
296,youtube#playlistItem,U1SIlAYAp8_4Z4dleZVsT1q53fg,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLjVrSTlmc2YwUy1j,2019-07-19T18:00:09Z,UCucot-Zp428OwkyRm2I7v2Q,Letting The Person In Front of Me Decide My Makeup Routine,"HI SISTERS! In today's video, I wanted to take on the Drive Thru challenge... but make it a Makeup Challenge! I went to Ulta and let The Person In Front Of Me Decide My Makeup! Stay tuned until the very end for a HUGE giveaway too!  Mia Maples » https://www.youtube.com/user/Ivorygirl48 🎥 PREVIOUS VIDEO » https://youtu.be/re2AtzhcG-o 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  🎉 GIVEAWAY RULES  HOW TO ENTER: 1. Must be subscribed to me on my YouTube channel http://youtube.com/jamescharles 2. Must be following on my other social media platforms including Instagram, Twitter, & Snapchat (@jamescharles) 3. Thumbs up this video & leave a comment down below!  Prizes include a James Charles x Morphe palette, a $1000 Ulta GiftCard, and a $1000 Ulta GiftCard. Winners will be selected randomly 1 week from today on July 26th and contacted via Instagram DM. For all official rules and regulations » https://sisters-apparel.com/pages/holiday-giveaslay  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,295,youtube#video,5kI9fsf0S-c,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-07-19,10157945
297,youtube#playlistItem,DlqoJdZ6AklkosBUIO7O50ZORlk,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnJlMkF0emhjRy1v,2019-07-12T19:02:23Z,UCucot-Zp428OwkyRm2I7v2Q,Beauty Guru Plays Minecraft,"HI SISTERS! In today's video, I wanted to try a new type of video, #GaymesWithJames! I grew up playing Minecraft and it's becoming really popular again, so I decided to play my favorite game, the Hunger Games. I played in Minecraft Monday with PewDiePie & Vikkstar123 and can't wait for future games too. Enjoy!!  FOLLOW ME ON TWITCH » http://twitch.tv/jcharlesbeauty  🎥 PREVIOUS VIDEO » https://youtu.be/uESf0mhp44M 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,296,youtube#video,re2AtzhcG-o,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-07-12,4914837
298,youtube#playlistItem,o6mbvuM4pN7OY0JLJmr4T5BXsPM,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnVFU2YwbWhwNDRN,2019-07-02T19:00:10Z,UCucot-Zp428OwkyRm2I7v2Q,Makeup Relay Race ft. My Best Friends,"HI SISTERS! In today's video, I invited over all of my best friends to play Makeup Roulette. Each friend  has 5 minutes to do part of my makeup routine without helping each other and in the end we see if they can create a finished look!  DREW » http://youtube.com/lonefoxhome CASSIEE » https://www.youtube.com/cassieemua LAURA » http://instagram.com/lauramellado JESUS » http://instagram.com/jesssusgomez ELDON » http://instagram.com/itseldon VICTOR » http://instagram.com/victootall  🎥 PREVIOUS VIDEO https://youtu.be/qEGIeAQcscQ 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,297,youtube#video,uESf0mhp44M,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-07-02,3317072
299,youtube#playlistItem,vVh19Tl_fiBXb_BEP7EuuP816BU,VVV1Y290LVpwNDI4T3dreVJtMkk3djJRLnFFR0llQVFjc2NR,2019-06-25T19:00:21Z,UCucot-Zp428OwkyRm2I7v2Q,Making a Song Using ONLY Makeup Products,"HI SISTERS! A few weeks ago, people somehow found my first YouTube channel from 7 years ago with a bunch of singing covers on it... In today's video I react to these covers, but also decided to recreate one of them using ONLY makeup products. I am so proud of how it turned out, I really hope you enjoy!!!!  🎥 PREVIOUS VIDEO » https://youtu.be/v26nVoCWkH8 👕 SISTER'S APPAREL » http://sisters-apparel.com 🛎 Subscribe to my channel to join the sisterhood & hit the notification bell so you never miss an upload! » http://bit.ly/JamesCharles for new videos!  __  ❤️ LET'S BE BFFS INSTAGRAM » http://instagram.com/jamescharles TWITTER » http://twitter.com/jamescharles SNAPCHAT » jamescharless __  💸 COUPON CODES 💸  MORPHE BRUSHES » http://morphebrushes.com Use code ""JAMES"" for 10% off all products online AND in store!  LILLY LASHES » https://lillylashes.com/ Use code ""JAMES"" for 15% off all lashes  LAURAS BOUTIQUE » http://lauras-boutique.com Use code ""JAMES"" for 10% off all items  SKINDINAVIA » http://skindinavia.com Use code ""JAMES"" for 25% off all products   __  ♡ MY AMAZING TEAM  MUSIC MIXED AND MASTERED: Emmyn Calleiro  http://instagram.com/gamesweplayfl  EDITOR: Louis Gargiula http://instagram.com/louisgargiula  GRAPHICS: Michael Rusakov http://instagram.com/michael.ny",James Charles,UUucot-Zp428OwkyRm2I7v2Q,298,youtube#video,qEGIeAQcscQ,James Charles,UCucot-Zp428OwkyRm2I7v2Q,2019-06-25,8223846
